#,Date,Board,North,South,East,West,EPBot1 Result,EPBot1 Score, IMPs  or MPs,Par Result, EPBot1  Par Score,Vs. Par,DD Bidding,DD Play,
404,2024.09.29,404,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N NS+1,630,0,Par was bid,-,
405,2024.09.29,405,EPBot1,EPBot3,EPBot2,EPBot4,2N S -1,-100,0.00%,1D NS+2,110,-5,We missed partial,-,
406,2024.09.29,406,EPBot1,EPBot3,EPBot2,EPBot4,4S S +3,510,0.00%,7N NS,1520,-14,We missed grand slam,-,
407,2024.09.29,407,EPBot1,EPBot3,EPBot2,EPBot4,1N S +1,120,0.00%,1N NS+1,120,0,Par was bid,-,
408,2024.09.29,408,EPBot1,EPBot3,EPBot2,EPBot4,2D S +5,190,0.00%,7D NS,1440,-15,We missed grand slam,-,
409,2024.09.29,409,EPBot1,EPBot3,EPBot2,EPBot4,3N S +3,490,0.00%,6N NS,990,-11,We missed small slam,-,
410,2024.09.29,410,EPBot1,EPBot3,EPBot2,EPBot4,2S S =,110,0.00%,1H NS+2,140,-1,We missed best contract,-,
411,2024.09.29,411,EPBot1,EPBot3,EPBot2,EPBot4,5D E =,-400,0.00%,4H EW,-420,1,They missed best contract,-,
412,2024.09.29,412,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N NS+1,630,0,Par was bid,-,
413,2024.09.29,413,EPBot1,EPBot3,EPBot2,EPBot4,4S N +1,650,0.00%,3N NS+2,660,0,We missed best contract,-,
414,2024.09.29,414,EPBot1,EPBot3,EPBot2,EPBot4,2S E -3,150,0.00%,1H NS+2,140,0,They overbid - undoubled,-,
415,2024.09.29,415,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,620,0.00%,4N NS,630,0,We missed best contract,-,
416,2024.09.29,416,EPBot1,EPBot3,EPBot2,EPBot4,1N S +1,120,0.00%,3C NS+1,130,0,We missed best contract,-,
417,2024.09.29,417,EPBot1,EPBot3,EPBot2,EPBot4,2N S =,120,0.00%,3D NS+1,130,0,We missed best contract,-,
418,2024.09.29,418,EPBot1,EPBot3,EPBot2,EPBot4,5S S +2,710,0.00%,7N NS,2220,-17,We missed grand slam,-,
419,2024.09.29,419,EPBot1,EPBot3,EPBot2,EPBot4,4C N =,130,0.00%,2H NS+1,140,0,We missed best contract,-,
420,2024.09.29,420,EPBot1,EPBot3,EPBot2,EPBot4,5C S =,600,0.00%,3N NS+1,630,-1,We missed best contract,-,
421,2024.09.29,421,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,620,0.00%,4N NS+1,660,-1,We missed best contract,-,
422,2024.09.29,422,EPBot1,EPBot3,EPBot2,EPBot4,2N S -1,-50,0.00%,1H NS+1,110,-4,We overbid - undoubled,-,
423,2024.09.29,423,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N NS+1,630,0,Par was bid,-,
424,2024.09.29,424,EPBot1,EPBot3,EPBot2,EPBot4,2HX E -1,100,0.00%,2C S,90,0,They overbid - doubled,-,
425,2024.09.29,425,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-50,0.00%,2H NS+1,140,-5,We missed partial,-,
426,2024.09.29,426,EPBot1,EPBot3,EPBot2,EPBot4,4S S +2,680,0.00%,6S NS,1430,-13,We missed small slam,-,
427,2024.09.29,427,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,420,0.00%,4S NS,420,0,Par was bid,-,
428,2024.09.29,428,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,650,0.00%,4H NS+1,650,0,Par was bid,-,
429,2024.09.29,429,EPBot1,EPBot3,EPBot2,EPBot4,4H S -1,-100,0.00%,1H NS+2,140,-6,We overbid - undoubled,-,
430,2024.09.29,430,EPBot1,EPBot3,EPBot2,EPBot4,2H E -1,50,0.00%,3SX EW-1,100,-2,We missed partial,-,
431,2024.09.29,431,EPBot1,EPBot3,EPBot2,EPBot4,2D W =,-90,0.00%,3H NS,140,-6,We missed partial,-,
432,2024.09.29,432,EPBot1,EPBot3,EPBot2,EPBot4,3D S -1,-50,0.00%,2D NS,90,-4,We overbid - undoubled,-,
433,2024.09.29,433,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,420,0.00%,4H NS,420,0,Par was bid,-,
434,2024.09.29,434,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,620,0.00%,4SX EW-2,300,8,They missed sacrifice,-,
435,2024.09.29,435,EPBot1,EPBot3,EPBot2,EPBot4,2N S +3,210,0.00%,3N NS+2,460,-6,We missed game,-,
436,2024.09.29,436,EPBot1,EPBot3,EPBot2,EPBot4,6H S =,1430,0.00%,6H NS,1430,0,Par was bid,-,
437,2024.09.29,437,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,2S EW,-110,5,They missed partial,-,
438,2024.09.29,438,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,420,0.00%,4H NS,420,0,Par was bid,-,
439,2024.09.29,439,EPBot1,EPBot3,EPBot2,EPBot4,3S N +2,200,0.00%,4S NS+1,650,-10,We missed game,-,
440,2024.09.29,440,EPBot1,EPBot3,EPBot2,EPBot4,3D E =,-110,0.00%,3N EW+1,-430,8,They missed game,-,
441,2024.09.29,441,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-50,0.00%,2S E,-110,2,They missed partial,-,
442,2024.09.29,442,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,4N NS,630,0,They missed sacrifice,-,
443,2024.09.29,443,EPBot1,EPBot3,EPBot2,EPBot4,2S E +2,-170,0.00%,4S EW,-420,6,They missed game,-,
444,2024.09.29,444,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,650,0.00%,4H NS+1,650,0,Par was bid,-,
445,2024.09.29,445,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,620,0.00%,4H NS,620,0,Par was bid,-,
446,2024.09.29,446,EPBot1,EPBot3,EPBot2,EPBot4,4S S -1,-50,0.00%,4CX EW-1,100,-4,We overbid - undoubled,-,
447,2024.09.29,447,EPBot1,EPBot3,EPBot2,EPBot4,2H S =,110,0.00%,2NX EW-1,100,0,They missed sacrifice,-,
448,2024.09.29,448,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,420,0.00%,4S NS,420,0,Par was bid,-,
449,2024.09.29,449,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,3N NS+1,430,0,Par was bid,-,
450,2024.09.29,450,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-100,0.00%,4H NS+1,650,-13,We missed game,-,
451,2024.09.29,451,EPBot1,EPBot3,EPBot2,EPBot4,5D N -2,-100,0.00%,3D NS,110,-5,We overbid - undoubled,-,
452,2024.09.29,452,EPBot1,EPBot3,EPBot2,EPBot4,6H N =,1430,0.00%,6SX EW-5,1400,1,They missed sacrifice,-,
453,2024.09.29,453,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-100,0.00%,3D EW,-110,0,They missed double,-,
454,2024.09.29,454,EPBot1,EPBot3,EPBot2,EPBot4,3H S =,140,0.00%,3H NS,140,0,Par was bid,-,
455,2024.09.29,455,EPBot1,EPBot3,EPBot2,EPBot4,1N S -2,-200,0.00%,1H EW+2,-140,-2,We overbid - undoubled,-,
456,2024.09.29,456,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,460,0.00%,3N NS+2,460,0,Par was bid,-,
457,2024.09.29,457,EPBot1,EPBot3,EPBot2,EPBot4,4S S +2,480,0.00%,6S NS,980,-11,We missed small slam,-,
458,2024.09.29,458,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,3N NS,600,0,Par was bid,-,
459,2024.09.29,459,EPBot1,EPBot3,EPBot2,EPBot4,1N S -3,-150,0.00%,4S EW,-420,7,They missed double,-,
460,2024.09.29,460,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-100,0.00%,4H NS+1,650,-13,We missed game,-,
461,2024.09.29,461,EPBot1,EPBot3,EPBot2,EPBot4,2CX E -2,500,0.00%,3N NS,600,-3,We missed game,-,
462,2024.09.29,462,EPBot1,EPBot3,EPBot2,EPBot4,3S E -3,150,0.00%,3N NS,400,-6,We missed double,-,
463,2024.09.29,463,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-100,0.00%,4HX EW-1,100,-5,We missed partial,-,
464,2024.09.29,464,EPBot1,EPBot3,EPBot2,EPBot4,2H S -2,-100,0.00%,2NX NS-1,-100,0,They missed double,-,
465,2024.09.29,465,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,450,0.00%,3N NS+2,460,0,We missed best contract,-,
466,2024.09.29,466,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,650,0.00%,4S NS+1,650,0,Par was bid,-,
467,2024.09.29,467,EPBot1,EPBot3,EPBot2,EPBot4,4H N +1,450,0.00%,4H NS+1,450,0,Par was bid,-,
468,2024.09.29,468,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N NS+1,630,0,Par was bid,-,
469,2024.09.29,469,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-100,0.00%,3SX EW-1,100,-5,We missed partial,-,
470,2024.09.29,470,EPBot1,EPBot3,EPBot2,EPBot4,1N S -2,-100,0.00%,1N EW+1,-120,1,They missed double,-,
471,2024.09.29,471,EPBot1,EPBot3,EPBot2,EPBot4,3D E -1,100,0.00%,4S NS,620,-11,We missed game,-,
472,2024.09.29,472,EPBot1,EPBot3,EPBot2,EPBot4,2S S +1,140,0.00%,4DX EW-1,100,1,They missed partial,-,
473,2024.09.29,473,EPBot1,EPBot3,EPBot2,EPBot4,1N S -2,-100,0.00%,3D E,-110,0,They missed double,-,
474,2024.09.29,474,EPBot1,EPBot3,EPBot2,EPBot4,4H S -1,-100,0.00%,2H NS+1,140,-6,We overbid - undoubled,-,
475,2024.09.29,475,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,450,0.00%,4H NS+1,450,0,Par was bid,-,
476,2024.09.29,476,EPBot1,EPBot3,EPBot2,EPBot4,1N S -2,-200,0.00%,4H EW,-420,6,They missed double,-,
477,2024.09.29,477,EPBot1,EPBot3,EPBot2,EPBot4,4D W +1,-150,0.00%,5D EW,-600,10,They missed game,-,
478,2024.09.29,478,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,3N NS,400,0,Par was bid,-,
479,2024.09.29,479,EPBot1,EPBot3,EPBot2,EPBot4,3C N =,110,0.00%,3D EW,-110,6,They missed partial,-,
480,2024.09.29,480,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-50,0.00%,1S NS+2,140,-5,We overbid - undoubled,-,
481,2024.09.29,481,EPBot1,EPBot3,EPBot2,EPBot4,3D E +1,-130,0.00%,5CX N-2,-300,5,They missed game,-,
482,2024.09.29,482,EPBot1,EPBot3,EPBot2,EPBot4,1N S -3,-300,0.00%,3N EW,-400,3,They missed double,-,
483,2024.09.29,483,EPBot1,EPBot3,EPBot2,EPBot4,3N S -2,-100,0.00%,2H NS+1,140,-6,We overbid - undoubled,-,
484,2024.09.29,484,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,650,0.00%,3N NS+2,660,0,We missed best contract,-,
485,2024.09.29,485,EPBot1,EPBot3,EPBot2,EPBot4,7HX N -1,-200,0.00%,7SX EW-3,500,-12,We overbid - doubled,-,
486,2024.09.29,486,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,420,0.00%,4S NS,420,0,Par was bid,-,
487,2024.09.29,487,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,620,0.00%,3N NS+1,630,0,We missed best contract,-,
488,2024.09.29,488,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-50,0.00%,4S N,420,-10,We missed game,-,
489,2024.09.29,489,EPBot1,EPBot3,EPBot2,EPBot4,3CX E -2,500,0.00%,2S E,-110,12,They missed partial,-,
490,2024.09.29,490,EPBot1,EPBot3,EPBot2,EPBot4,2S S +1,140,0.00%,2S NS+1,140,0,Par was bid,-,
491,2024.09.29,491,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-50,0.00%,4HX EW-1,100,-4,We missed partial,-,
492,2024.09.29,492,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-100,0.00%,1N NS+1,120,-6,We overbid - undoubled,-,
493,2024.09.29,493,EPBot1,EPBot3,EPBot2,EPBot4,2S E =,-110,0.00%,2D EW+1,-110,0,Par was bid,-,
494,2024.09.29,494,EPBot1,EPBot3,EPBot2,EPBot4,4H S -1,-50,0.00%,2H NS+1,140,-5,We overbid - undoubled,-,
495,2024.09.29,495,EPBot1,EPBot3,EPBot2,EPBot4,4H N +2,680,0.00%,6H NS,1430,-13,We missed small slam,-,
496,2024.09.29,496,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,450,0.00%,4S NS+1,450,0,Par was bid,-,
497,2024.09.29,497,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,420,0.00%,3N NS+1,430,0,We missed best contract,-,
498,2024.09.29,498,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N S+1,630,0,Par was bid,-,
499,2024.09.29,499,EPBot1,EPBot3,EPBot2,EPBot4,2H W +1,-140,0.00%,4CX NS-1,-100,-1,We missed partial,-,
500,2024.09.29,500,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,620,0.00%,4H NS,620,0,Par was bid,-,
